[2024-06-23T01:19:57.553+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-06-23T01:19:57.576+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: pokemon_example.metricspokemonweights manual__2024-06-23T01:18:25.665789+00:00 [queued]>
[2024-06-23T01:19:57.583+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: pokemon_example.metricspokemonweights manual__2024-06-23T01:18:25.665789+00:00 [queued]>
[2024-06-23T01:19:57.583+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-06-23T01:19:57.596+0000] {taskinstance.py:2330} INFO - Executing <Task(_PythonVirtualenvDecoratedOperator): metricspokemonweights> on 2024-06-23 01:18:25.665789+00:00
[2024-06-23T01:19:57.602+0000] {warnings.py:110} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61: DeprecationWarning: This process (pid=7255) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-06-23T01:19:57.603+0000] {standard_task_runner.py:63} INFO - Started process 7256 to run task
[2024-06-23T01:19:57.603+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'pokemon_example', 'metricspokemonweights', 'manual__2024-06-23T01:18:25.665789+00:00', '--job-id', '97', '--raw', '--subdir', 'DAGS_FOLDER/python_operators.py', '--cfg-path', '/tmp/tmpfbj1e3ts']
[2024-06-23T01:19:57.604+0000] {standard_task_runner.py:91} INFO - Job 97: Subtask metricspokemonweights
[2024-06-23T01:19:57.641+0000] {task_command.py:426} INFO - Running <TaskInstance: pokemon_example.metricspokemonweights manual__2024-06-23T01:18:25.665789+00:00 [running]> on host c357804a93ab
[2024-06-23T01:19:57.745+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='pokemon_example' AIRFLOW_CTX_TASK_ID='metricspokemonweights' AIRFLOW_CTX_EXECUTION_DATE='2024-06-23T01:18:25.665789+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-06-23T01:18:25.665789+00:00'
[2024-06-23T01:19:57.745+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-06-23T01:19:57.746+0000] {process_utils.py:183} INFO - Executing cmd: /home/***/.local/bin/python -m virtualenv /tmp/venv4qmstbwu --system-site-packages --python=python
[2024-06-23T01:19:57.747+0000] {process_utils.py:187} INFO - Output:
[2024-06-23T01:19:58.479+0000] {process_utils.py:191} INFO - created virtual environment CPython3.12.3.final.0-64 in 229ms
[2024-06-23T01:19:58.480+0000] {process_utils.py:191} INFO -   creator CPython3Posix(dest=/tmp/venv4qmstbwu, clear=False, no_vcs_ignore=False, global=True)
[2024-06-23T01:19:58.480+0000] {process_utils.py:191} INFO -   seeder FromAppData(download=False, pip=bundle, via=copy, app_data_dir=/home/***/.local/share/virtualenv)
[2024-06-23T01:19:58.481+0000] {process_utils.py:191} INFO -     added seed packages: pip==24.0
[2024-06-23T01:19:58.481+0000] {process_utils.py:191} INFO -   activators BashActivator,CShellActivator,FishActivator,NushellActivator,PowerShellActivator,PythonActivator
[2024-06-23T01:19:58.504+0000] {process_utils.py:183} INFO - Executing cmd: /tmp/venv4qmstbwu/bin/pip install -r /tmp/venv4qmstbwu/requirements.txt
[2024-06-23T01:19:58.504+0000] {process_utils.py:187} INFO - Output:
[2024-06-23T01:20:03.585+0000] {process_utils.py:191} INFO - 
[2024-06-23T01:20:03.586+0000] {process_utils.py:191} INFO - [notice] A new release of pip is available: 24.0 -> 24.1
[2024-06-23T01:20:03.586+0000] {process_utils.py:191} INFO - [notice] To update, run: python -m pip install --upgrade pip
[2024-06-23T01:20:03.679+0000] {process_utils.py:183} INFO - Executing cmd: /tmp/venv4qmstbwu/bin/python /tmp/venv-call01tzh8tz/script.py /tmp/venv-call01tzh8tz/script.in /tmp/venv-call01tzh8tz/script.out /tmp/venv-call01tzh8tz/string_args.txt /tmp/venv-call01tzh8tz/termination.log
[2024-06-23T01:20:03.679+0000] {process_utils.py:187} INFO - Output:
[2024-06-23T01:20:05.811+0000] {process_utils.py:191} INFO - ----------------------------------------------------------------------------------------------------
[2024-06-23T01:20:05.811+0000] {process_utils.py:191} INFO - raw data:
[2024-06-23T01:20:05.812+0000] {process_utils.py:191} INFO - name        url                                       weight    parent_cluster    parent_centroid    deviation_factor
[2024-06-23T01:20:05.937+0000] {process_utils.py:191} INFO -      80  poliwhirl            199.601
[2024-06-23T01:20:05.938+0000] {process_utils.py:191} INFO -      81  poliwrath            839.234
[2024-06-23T01:20:05.938+0000] {process_utils.py:191} INFO -      82  abra                 199.601
[2024-06-23T01:20:05.938+0000] {process_utils.py:191} INFO -      83  kadabra              839.234
[2024-06-23T01:20:05.939+0000] {process_utils.py:191} INFO -      84  alakazam             199.601
[2024-06-23T01:20:05.939+0000] {process_utils.py:191} INFO -      85  machop               199.601
[2024-06-23T01:20:05.939+0000] {process_utils.py:191} INFO -      86  machoke              839.234
[2024-06-23T01:20:05.940+0000] {process_utils.py:191} INFO -      87  machamp              839.234
[2024-06-23T01:20:05.940+0000] {process_utils.py:191} INFO -      88  bellsprout           199.601
[2024-06-23T01:20:05.940+0000] {process_utils.py:191} INFO -      89  weepinbell           199.601
[2024-06-23T01:20:05.941+0000] {process_utils.py:191} INFO -      90  victreebel           199.601
[2024-06-23T01:20:05.941+0000] {process_utils.py:191} INFO -      91  tentacool            199.601
[2024-06-23T01:20:05.941+0000] {process_utils.py:191} INFO -      92  tentacruel           839.234
[2024-06-23T01:20:05.942+0000] {process_utils.py:191} INFO -      93  geodude              199.601
[2024-06-23T01:20:05.942+0000] {process_utils.py:191} INFO -      94  graveler             839.234
[2024-06-23T01:20:05.942+0000] {process_utils.py:191} INFO -      95  golem               2681.25
[2024-06-23T01:20:05.943+0000] {process_utils.py:191} INFO -      96  ponyta               199.601
[2024-06-23T01:20:05.943+0000] {process_utils.py:191} INFO -      97  rapidash             839.234
[2024-06-23T01:20:05.943+0000] {process_utils.py:191} INFO -      98  slowpoke             199.601
[2024-06-23T01:20:05.944+0000] {process_utils.py:191} INFO -      99  slowbro              839.234
[2024-06-23T01:20:05.944+0000] {process_utils.py:191} INFO -     100  magnemite            199.601
[2024-06-23T01:20:05.944+0000] {process_utils.py:191} INFO -     101  magneton             839.234
[2024-06-23T01:20:05.945+0000] {process_utils.py:191} INFO -     102  farfetchd            199.601
[2024-06-23T01:20:05.945+0000] {process_utils.py:191} INFO -     103  doduo                199.601
[2024-06-23T01:20:05.945+0000] {process_utils.py:191} INFO -     104  dodrio               839.234
[2024-06-23T01:20:05.946+0000] {process_utils.py:191} INFO -     105  seel                 839.234
[2024-06-23T01:20:05.946+0000] {process_utils.py:191} INFO -     106  dewgong              839.234
[2024-06-23T01:20:05.946+0000] {process_utils.py:191} INFO -     107  grimer               199.601
[2024-06-23T01:20:05.946+0000] {process_utils.py:191} INFO -     108  muk                  199.601
[2024-06-23T01:20:05.947+0000] {process_utils.py:191} INFO -     109  shellder             199.601
[2024-06-23T01:20:05.947+0000] {process_utils.py:191} INFO -     110  cloyster             839.234
[2024-06-23T01:20:05.947+0000] {process_utils.py:191} INFO -     111  gastly               199.601
[2024-06-23T01:20:05.948+0000] {process_utils.py:191} INFO -     112  haunter              199.601
[2024-06-23T01:20:05.948+0000] {process_utils.py:191} INFO -     113  gengar               199.601
[2024-06-23T01:20:05.948+0000] {process_utils.py:191} INFO -     114  onix                2681.25
[2024-06-23T01:20:05.949+0000] {process_utils.py:191} INFO -     115  drowzee              199.601
[2024-06-23T01:20:05.949+0000] {process_utils.py:191} INFO -     116  hypno                839.234
[2024-06-23T01:20:05.949+0000] {process_utils.py:191} INFO -     117  krabby               199.601
[2024-06-23T01:20:05.950+0000] {process_utils.py:191} INFO -     118  kingler              839.234
[2024-06-23T01:20:05.950+0000] {process_utils.py:191} INFO -     119  voltorb              199.601
[2024-06-23T01:20:05.950+0000] {process_utils.py:191} INFO -     120  electrode            839.234
[2024-06-23T01:20:05.951+0000] {process_utils.py:191} INFO -     121  exeggcute            199.601
[2024-06-23T01:20:05.951+0000] {process_utils.py:191} INFO -     122  exeggutor            839.234
[2024-06-23T01:20:05.951+0000] {process_utils.py:191} INFO -     123  cubone               199.601
[2024-06-23T01:20:05.952+0000] {process_utils.py:191} INFO -     124  marowak              199.601
[2024-06-23T01:20:05.952+0000] {process_utils.py:191} INFO -     125  hitmonlee            199.601
[2024-06-23T01:20:05.952+0000] {process_utils.py:191} INFO -     126  hitmonchan           199.601
[2024-06-23T01:20:05.953+0000] {process_utils.py:191} INFO -     127  lickitung            839.234
[2024-06-23T01:20:05.953+0000] {process_utils.py:191} INFO -     128  koffing              199.601
[2024-06-23T01:20:05.953+0000] {process_utils.py:191} INFO -     129  weezing              199.601
[2024-06-23T01:20:05.954+0000] {process_utils.py:191} INFO -     130  rhyhorn              839.234
[2024-06-23T01:20:05.954+0000] {process_utils.py:191} INFO -     131  rhydon               839.234
[2024-06-23T01:20:05.954+0000] {process_utils.py:191} INFO -     132  chansey              199.601
[2024-06-23T01:20:05.955+0000] {process_utils.py:191} INFO -     133  tangela              199.601
[2024-06-23T01:20:05.955+0000] {process_utils.py:191} INFO -     134  kangaskhan           839.234
[2024-06-23T01:20:05.955+0000] {process_utils.py:191} INFO -     135  horsea               199.601
[2024-06-23T01:20:05.956+0000] {process_utils.py:191} INFO -     136  seadra               199.601
[2024-06-23T01:20:05.956+0000] {process_utils.py:191} INFO -     137  goldeen              199.601
[2024-06-23T01:20:05.956+0000] {process_utils.py:191} INFO -     138  seaking              199.601
[2024-06-23T01:20:05.957+0000] {process_utils.py:191} INFO -     139  staryu               199.601
[2024-06-23T01:20:05.957+0000] {process_utils.py:191} INFO -     140  magnemite            199.601
[2024-06-23T01:20:05.957+0000] {process_utils.py:191} INFO -     141  magneton             839.234
[2024-06-23T01:20:05.958+0000] {process_utils.py:191} INFO -     142  farfetchd            199.601
[2024-06-23T01:20:05.958+0000] {process_utils.py:191} INFO -     143  doduo                199.601
[2024-06-23T01:20:05.958+0000] {process_utils.py:191} INFO -     144  dodrio               839.234
[2024-06-23T01:20:05.958+0000] {process_utils.py:191} INFO -     145  seel                 839.234
[2024-06-23T01:20:05.959+0000] {process_utils.py:191} INFO -     146  dewgong              839.234
[2024-06-23T01:20:05.959+0000] {process_utils.py:191} INFO -     147  grimer               199.601
[2024-06-23T01:20:05.959+0000] {process_utils.py:191} INFO -     148  muk                  199.601
[2024-06-23T01:20:05.960+0000] {process_utils.py:191} INFO -     149  shellder             199.601
[2024-06-23T01:20:05.960+0000] {process_utils.py:191} INFO -     150  cloyster             839.234
[2024-06-23T01:20:05.960+0000] {process_utils.py:191} INFO -     151  gastly               199.601
[2024-06-23T01:20:05.961+0000] {process_utils.py:191} INFO -     152  haunter              199.601
[2024-06-23T01:20:05.961+0000] {process_utils.py:191} INFO -     153  gengar               199.601
[2024-06-23T01:20:05.961+0000] {process_utils.py:191} INFO -     154  onix                2681.25
[2024-06-23T01:20:05.962+0000] {process_utils.py:191} INFO -     155  drowzee              199.601
[2024-06-23T01:20:05.962+0000] {process_utils.py:191} INFO -     156  hypno                839.234
[2024-06-23T01:20:05.962+0000] {process_utils.py:191} INFO -     157  krabby               199.601
[2024-06-23T01:20:05.963+0000] {process_utils.py:191} INFO -     158  kingler              839.234
[2024-06-23T01:20:05.963+0000] {process_utils.py:191} INFO -     159  voltorb              199.601
[2024-06-23T01:20:05.963+0000] {process_utils.py:191} INFO -     160  electrode            839.234
[2024-06-23T01:20:05.964+0000] {process_utils.py:191} INFO -     161  exeggcute            199.601
[2024-06-23T01:20:05.964+0000] {process_utils.py:191} INFO -     162  exeggutor            839.234
[2024-06-23T01:20:05.964+0000] {process_utils.py:191} INFO -     163  cubone               199.601
[2024-06-23T01:20:05.965+0000] {process_utils.py:191} INFO -     164  marowak              199.601
[2024-06-23T01:20:05.965+0000] {process_utils.py:191} INFO -     165  hitmonlee            199.601
[2024-06-23T01:20:05.965+0000] {process_utils.py:191} INFO -     166  hitmonchan           199.601
[2024-06-23T01:20:05.965+0000] {process_utils.py:191} INFO -     167  lickitung            839.234
[2024-06-23T01:20:05.966+0000] {process_utils.py:191} INFO -     168  koffing              199.601
[2024-06-23T01:20:05.966+0000] {process_utils.py:191} INFO -     169  weezing              199.601
[2024-06-23T01:20:05.966+0000] {process_utils.py:191} INFO -     170  rhyhorn              839.234
[2024-06-23T01:20:05.966+0000] {process_utils.py:191} INFO -     171  rhydon               839.234
[2024-06-23T01:20:05.966+0000] {process_utils.py:191} INFO -     172  chansey              199.601
[2024-06-23T01:20:05.967+0000] {process_utils.py:191} INFO -     173  tangela              199.601
[2024-06-23T01:20:05.967+0000] {process_utils.py:191} INFO -     174  kangaskhan           839.234
[2024-06-23T01:20:05.967+0000] {process_utils.py:191} INFO -     175  horsea               199.601
[2024-06-23T01:20:05.967+0000] {process_utils.py:191} INFO -     176  seadra               199.601
[2024-06-23T01:20:05.967+0000] {process_utils.py:191} INFO -     177  goldeen              199.601
[2024-06-23T01:20:05.968+0000] {process_utils.py:191} INFO -     178  seaking              199.601
[2024-06-23T01:20:05.968+0000] {process_utils.py:191} INFO -     179  staryu               199.601
[2024-06-23T01:20:05.968+0000] {process_utils.py:191} INFO -     180  starmie              839.234
[2024-06-23T01:20:05.969+0000] {process_utils.py:191} INFO -     181  mr-mime              839.234
[2024-06-23T01:20:05.969+0000] {process_utils.py:191} INFO -     182  scyther              839.234
[2024-06-23T01:20:05.969+0000] {process_utils.py:191} INFO -     183  jynx                 199.601
[2024-06-23T01:20:05.970+0000] {process_utils.py:191} INFO -     184  electabuzz           199.601
[2024-06-23T01:20:05.970+0000] {process_utils.py:191} INFO -     185  magmar               199.601
[2024-06-23T01:20:05.970+0000] {process_utils.py:191} INFO -     186  pinsir               839.234
[2024-06-23T01:20:05.971+0000] {process_utils.py:191} INFO -     187  tauros               839.234
[2024-06-23T01:20:05.971+0000] {process_utils.py:191} INFO -     188  magikarp             199.601
[2024-06-23T01:20:05.971+0000] {process_utils.py:191} INFO -     189  gyarados            2681.25
[2024-06-23T01:20:05.972+0000] {process_utils.py:191} INFO -     190  lapras              2681.25
[2024-06-23T01:20:05.972+0000] {process_utils.py:191} INFO -     191  ditto                199.601
[2024-06-23T01:20:05.972+0000] {process_utils.py:191} INFO -     192  eevee                199.601
[2024-06-23T01:20:05.973+0000] {process_utils.py:191} INFO -     193  vaporeon             199.601
[2024-06-23T01:20:05.973+0000] {process_utils.py:191} INFO -     194  jolteon              199.601
[2024-06-23T01:20:05.973+0000] {process_utils.py:191} INFO -     195  flareon              199.601
[2024-06-23T01:20:05.974+0000] {process_utils.py:191} INFO -     196  porygon              199.601
[2024-06-23T01:20:05.974+0000] {process_utils.py:191} INFO -     197  omanyte              199.601
[2024-06-23T01:20:05.974+0000] {process_utils.py:191} INFO -     198  omastar              199.601
[2024-06-23T01:20:05.975+0000] {process_utils.py:191} INFO -     199  kabuto               199.601
[2024-06-23T01:20:05.975+0000] {process_utils.py:191} INFO -     200  kabutops             199.601
[2024-06-23T01:20:05.975+0000] {process_utils.py:191} INFO -     201  aerodactyl           839.234
[2024-06-23T01:20:05.976+0000] {process_utils.py:191} INFO -     202  snorlax             2681.25
[2024-06-23T01:20:05.976+0000] {process_utils.py:191} INFO -     203  articuno             839.234
[2024-06-23T01:20:05.976+0000] {process_utils.py:191} INFO -     204  zapdos               839.234
[2024-06-23T01:20:05.977+0000] {process_utils.py:191} INFO -     205  moltres              839.234
[2024-06-23T01:20:05.977+0000] {process_utils.py:191} INFO -     206  dratini              199.601
[2024-06-23T01:20:05.977+0000] {process_utils.py:191} INFO -     207  dragonair            199.601
[2024-06-23T01:20:05.978+0000] {process_utils.py:191} INFO -     208  dragonite           2681.25
[2024-06-23T01:20:05.978+0000] {process_utils.py:191} INFO -     209  mewtwo               839.234
[2024-06-23T01:20:05.978+0000] {process_utils.py:191} INFO -     210  mew                  199.601
[2024-06-23T01:20:05.979+0000] {process_utils.py:191} INFO -     211  chikorita            199.601
[2024-06-23T01:20:05.979+0000] {process_utils.py:191} INFO -     212  bayleef              199.601
[2024-06-23T01:20:05.979+0000] {process_utils.py:191} INFO -     213  meganium             839.234
[2024-06-23T01:20:05.980+0000] {process_utils.py:191} INFO -     214  cyndaquil            199.601
[2024-06-23T01:20:05.980+0000] {process_utils.py:191} INFO -     215  quilava              199.601
[2024-06-23T01:20:05.980+0000] {process_utils.py:191} INFO -     216  typhlosion           839.234
[2024-06-23T01:20:05.981+0000] {process_utils.py:191} INFO -     217  totodile             199.601
[2024-06-23T01:20:05.981+0000] {process_utils.py:191} INFO -     218  croconaw             199.601
[2024-06-23T01:20:05.981+0000] {process_utils.py:191} INFO -     219  feraligatr           839.234
[2024-06-23T01:20:06.082+0000] {python.py:237} INFO - Done. Returned value was: None
[2024-06-23T01:20:06.082+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-06-23T01:20:06.090+0000] {taskinstance.py:1206} INFO - Marking task as SUCCESS. dag_id=pokemon_example, task_id=metricspokemonweights, run_id=manual__2024-06-23T01:18:25.665789+00:00, execution_date=20240623T011825, start_date=20240623T011957, end_date=20240623T012006
[2024-06-23T01:20:06.126+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2024-06-23T01:20:06.143+0000] {taskinstance.py:3498} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-06-23T01:20:06.146+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
